"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"446","1197","2013-10-27","4","S3C breidt uit en professionaliseert. We zoeken ondersteuning van HR-adviseur die dit netjes regelt en managing director adviseert over te volgen koers.

Opstellen taak-functieprofielen 
Adviseren over en regelen arbeidsvoorwaarden 
Advies over overlegstructuren 
Adviseren over ontwikkeling staf","meest op afstand, soms overleg op kantoor (Hilversum)","Project Management","open","Mensen maken het verschil: gezocht vrijwillige HR-adviseur","2012-11-24","hr kwaliteiten gender ontwikkeling duurzame inzet drive ambitie, "
"445","1197","2013-10-27","4","ondersteunen van S3C bij het naar buiten toe profileren, beheer van donor database en het maken/verspreiden van de nieuwsbrief

ondersteunen van S3C bij het naar buiten toe profileren, beheer van donor database en het maken/verspreiden van de nieuwsbrief.
- profileren: huisstijl is al ontwikkeld maar dient in meer uitingen terug te komen inclusief merchandising spullen
- donor database: beheer van bestaande donordatabase naar type donateur en geefprofiel en uitbouw van deze database (donateurswerving)  
- nieuuwsbrief: de S3C email nieuwsbrief verschijnt naar planning 4 x per jaar. Taken zijn coördinatie van bijdragen, redactie hierop, opmaak en verspreiding.","Werk kan - na goede kennismaking en thuisraken in S3C en het team - grotendeels 'op afstand' worden gedaan.","Marketing / PR","open","PR en marketing ondersteuning solar S3C","2012-11-24","creatief inspirerend kleurrijk energie energiek afrika, "
"444","549","2013-10-27","4","Wij zoeken iemand die onze nieuwe website in Wordpress kan ontwerpen.

Zeer recent is onze huisstijl volledig aangepast en hebben wij besloten een nieuwe website te bouwen. Omdat wij deze expertise zelf niet in huis hebben zoeken we hier iemand voor.","Wij hebben geen kantoor dus zal de taak vooral vanuit eigen huis uitgevoerd moeten worden uiteraard in nauwe samenwerking met ons.","Computer / ICT","closed","Webbouwer voor nieuwe website in Wordpress","2012-11-15","uganda, website, journalistiek, jongeren, onderwijs, "
"443","1351","2013-10-27","4","The Fundraising for Mentally Challenged  will bring Therapy Equipments and give new life to the Children.

This project is for the benefit of the Mentally Challenged Children who includes autistic Children at the Vision Center for Mentally Challenged.There are currently 27 in the Center and many more need to come.
The Vision Center has a Therapists but we are lacking equipments. We have  3  Volunteer  workers who help care for the Children including feeding them. bathing, and offering language therapy.
This task will involve sending fundraising communication messages to various networks, spreading the word  to others to support.
The organization supports families who are owners of Mentally Challenged Kids with Counseling  and offers advise .We have help 45 other children join Schools .","This project is in Mwiki  Kasarani District of Nairobi, Kenya","Fundraising","closed","FUNDINGRASING FOR MENTALLY CHALLENGED CHILDREN","2012-11-14","health for the mentally challenged., autistic children, mentally challenged children, "
"441","1364","2013-10-27","4","Laat de Nuba weten dat je ze wel degelijk hebt gehoord: vertel het verhaal tegen je vrienden en kennissen.

Hebben jullie de urgent plea op mijn wall gelezen? Wat mij daarin ontzettend raakte is de teleurstelling: dat de Nuba mensen niet gehoord worden. De Nuba worden de laatste weken bijna dagelijks aangevallen met Antonov bommen en niemand die dit weet, ziet of hoort. Er vallen slachtoffers, kinderen, moeders, opa's en oma's. De lokale dorpshoofden roepen en roepen en niemand luistert. Ik vind dat zo verdrietig. 

Daarom voor iedereen die dit leest een oproep: laat alsjeblieft weten dat je deze mensen hebt gehoord. Schrijf een facebook- bericht, twitter het, mail het, bel mensen op, sms ze, zeg het tegen je baas, je collega's en de moeders op het schoolplein: Lieve Nuba, ik heb jullie gehoord! Jullie staan niet in de kou, want ik hoor jullie en ik zeg het voort. 

Mensen zullen je gek aankijken; wie bedoel je? Wat zeg je? 
En juist daarom is het zo hard nodig. Maar als je toch een begrijpelijk steuntje in je rug kunt gebruiken, hier een wijze spreuk voor in je achterhoofd:

""To say nothing, to do nothing, stops nothing"" van Roni McCall

Succes!

Stef","overal","Marketing / PR","closed","Doe mee: vertel je vrienden dat je de boodschap van de Nuba people wel degelijk hebt gehoord.","2012-11-12","twitter, email, bellen, sms, posting, facebook, "
"440","1183","2012-11-18","4","NIRP Uganda changes lives every day but there’s still work to do. By fundraising for us you can do your bit to help give hope and a bright future for needy children.

Do your own thing: If you have a talent, why not use it to help some of Uganda’s poorest and most vulnerable children in their struggle to secure a better future. We’ll provide all the inspiration and information you need to do your own fundraising activity.

Raise money at school: Inspire classmates and fellow scholars to make a difference in the life of an orphan for a sustainable future. 



Faith Group Fundraising:  Advocate for our work in your faith group. Bring together members of your faith group to fundraise around festivals like Harvest, Diwali, Christmas,Birthdays, Ramadan or Easter.

Cake bakes, coffee mornings, jumble sales, harvest suppers or exbition stalls are all classic and successful fundraisers. Loads of congregations and churches are already joining up and walking the charity talk. You can also do something today.

Fancy Challenge; Choose your own adventure. Call friends for an evening get together. Host a birthday party and inspire friends to turn the gifts into cash donations.  Organise a special event like a marathon, auction. Every donation gives a hopeless and vulnerable child a bright future by giving a sustainable gift of a goat.","online, Amsterdam, The Netherlands, 1% club.","Fundraising","realized","Fundraise for us","2012-11-08","goats, education, aids, poverty, children, human rights, hiv, "
"439","1284","2013-10-27","4","De website van Widows and Orphans Movement (WOM) moet opnieuw opgezet worden. Hij is al een hele tijd uit de lucht en dat gaat langzamerhand in het nadeel werken van de ngo. 
De site: http://www.womghana.org/

Nieuw ontwerp maken in de stijl van de NGO en aangeleverde informatie (tekst, foto's etc) op logische en gebruiksvriendelijke manier integreren.","www","Computer / ICT","closed","website bouwen / verder ontwikkelen","2012-10-25","website bouwen, "
"438","915","2013-10-27","4","dress making project

The project targets unemployed youths and women of affiliate groups / organisation that can be gainfully engaged in tailoring","Mathare slum Kenya-East Africa","Economy / Business","open","dress making & tailoring","2012-10-25","women empowerment, "
"437","1364","2013-10-27","4","Everybody can be a journalist. Are you a writer, researcher, data analyst, interviewer, reporter? Or always wanted to do just that? Join the club!

There is a big crisis and revolt going on in Sudan at the moment. The issue is complex and the news is scarce and feels distant. In this Open Journalism experiment I need you to help me build the story and make sense of the videos, links, tweets and more that’s going to come in.

In the LIVE and INTERACTIVE studio sessions I’m asking the crowd to join me and work together on the story.

The topic we’re tackling: #Sudanrevolts & the bombattacks by the Sudanese government in Southern Kordofan/Blue Nile/Nuba in Sudan.

https://twitter.com/#!/search/%23sudanrevolts

If you feel connected to the story, are a Sudanese activist, blogger or eyewitness, if you know Sudanese in the diaspora that can make sense of the news, please join in

HOW CAN YOU HELP? BE A CIVIL JOURNALIST – JOIN OPEN JOURNALISM

PROVIDE DATA
- MAPS
- VIDEOSTORIES
- LINKS
- TWITTER
- BLOGS

PROVIDE CONTEXT        
HELP ME MAKE SENSE OF THE DATA!


JOIN LIVE & INTERACTIVE (SKYPE)INTERVIEWS ON CROWDREVOLT    HELP ME TO GET MAXIMUM STORY OUT OF THE INTERVIEWS","international. Base in Amsterdam","Social Media","closed","Wanted: (civil) journalists","2012-10-23","twitter, data anlysis, research, social media, journalist, interview, "
"436","1364","2013-10-27","4","Tweets, blogs, comments, etc. need to be checked!

I am not the only one that wants to draw attention to the suffering of the Nuba People. Other people tweet, blog, photograph and film too. Thats great! At the moment these (civil) journalist all operate on their own island. I think we need to bring them together. Later I will make live webtv where I invite all these (civil) journalists to watch and meet eachother in the chat.

Right, for now what we need to do is make sure that all the input via twitter #nuba #sudanrevolts is checked. Also, certain blogs need to be checked. We need to call aid organisations like Amnesty and Medicins Sans Frontieres, we need to speak with the Int Criminal Court, we need to interview the SUdanese Diaspora and talk with journalists who have visited the area.

The stronger the story, the more urgent it will become.

Please help me with factcecking. Its fun and I'm sure we will talk to a lot of interesting people.","International. Base is in Amsterdam","Social Media","closed","Wanted: Factcheckers","2012-10-23","research, factchecking, twitter, journalism, "
"435","1364","2013-10-27","4","NubaNow is an open journalism project. Please help with a temporary blog that is open and interactive.

NubaNow is a project with a challenge: before Christmas this year I want the Nuba people to be front page national news. To do this we need to talk about the topic. A lot. Not just me and you, your friends, their friends and their friends too. Therefore we need to have a place where we can start stories that people can comment on, ask questions about etc. 
At the moment I blog on http://crowdrevolt.com/
But NubaNow deserves its own space.
Please help with a temporary (cool) blog that is open to the crowd and interactive.
Also integrated: livestream (embedded), twitter, youtube, factchecking, photo's, map, chaptur (embedded)","Amsterdam","Webdevelopment","closed","Are you a template-blog expert? I need your help","2012-10-23","nuba, website, sudan, template, blog, "
"434","1364","2013-10-27","4","NubaNow needs a logo. Please help.

NubaNow will spread the story on its blog and on twitter. It would be really cool if NubaNow gets a logo that shouts urgency. If you're a person who's always drawing, if you're a graphic designer, or if you have a great idea for a logo for NubaNow, please let me know","Amsterdam","Graphic / Design","closed","Logo","2012-10-23","graphic, design, logo, "
"433","1364","2013-10-27","4","NubaNow needs a logo. Please help.

NubaNow will spread the story on its blog and on twitter. It would be really cool if NubaNow gets a logo that shouts urgency. If you're a person who's always drawing, if you're a graphic designer, or if you have a great idea for a logo for NubaNow, please let me know","Amsterdam","Graphic / Design","closed","Logo","2012-10-23","graphic, design, logo, "
"432","959","2013-10-27","4","we really hard to move fundraising for this need felt project, so, we request to volunteers help to fund raise for Van slangen betoveraar tot kippenboer project.

do","online","Fundraising","closed","Mrketing plan","2012-10-16","fundraiser for this project, "
"431","959","2013-10-27","4","we really hard to move fundraising for this need felt project, so, we request to volunteers help to fund raise for Van slangen betoveraar tot kippenboer project.

do","online","Fundraising","closed","Marketing plan","2012-10-16","fundraiser for this project, "
"430","959","2013-10-27","4","we really hard to move fundraising for this need felt project, so, we request to volunteers help to fund raise for Van slangen betoveraar tot kippenboer project.

do","online","Fundraising","closed","Fundraiser","2012-10-16","fundraiser for this project, "
"429","549","2013-10-27","4","FairPen zoekt zsm een grafisch vormgever die het leuk vindt zich in te zetten voor een goed doel en met een frisse blik ons projectplan binnen 3 weken wil en kan vormgeven. Wie durft dit aan?

Onze huidige vormgeefster heeft het momenteel te druk. Daarom zijn we met spoed op zoek naar iemand die met een frisse blik naar ons projectplan wil kijken.","Contactpersonen wonen in Nijmegen en Amsterdam maar lokatie is verder niet zo belangrijk.","Graphic / Design","closed","MET SPOED GEZOCHT: GRAFISCH VORMGEVER","2012-10-15","oeganda, projectplan, website, jongeren, grafisch vormgever, onderwijs, "
"428","672","2013-10-27","4","Afri-Can Foundation zoekt ervaren vrijwilliger  voor wie de  componenten en stappen binnen het  crowdfunding process bekend zijn,  evenals het proces van bedenken, managen en  monitoren van een succesvolle  crowdfunding campagne i.e. één die aandacht en resultaten boekt, en tot donaties leidt voor onze belangrijkste projecten. De crowdfunder is verantwoordelijk voor het realiseren van de (gedeeltelijke)financiering van periodiek toegewezen projecten door crowdfunding activiteiten ten behoeve van die specifieke projecten van Afri-Can, op tijd en conform de specifieke doelstellingen.

Verantwoordelijkheden:
-Ontwikkelen van het instrument crowdfunding voor de African Foundation zodanig dat zij deze wijze van financiering ten alle tijden effectief en efficiënt kan inzetten, ten behoeve van de financiering van haar projecten. 
-Inzetten van social media ten behoeve van crowdfunding in het algemeen en specifiek voor projecten;

Kernactiviteiten:
-Formuleren van crowdfundingbeleid en toetsingscriteria
-Definiëren van crowdfundingproces en bijbehorende procedures; 
-Ontwikkelen en implementeren van efficiënte -crowdfundingtools; 
Waarborgen, bewaken en uitvoeren van crowdfundingactiviteiten;
-Coördineren van crowdfundingcampagnes; 
-Opbouwen van crowdfundingnetwerk (donateurs);
-Innovatie: Bijhouden van en inspelen op crowdfunding trends
Functie eisen:
-5-6 jaar werkervaring op HBO niveau
-2-3 jaar crowdfunding experience
-Affiniteit met goede doelen/projecten in ontwikkelingslanden
-Kennis van relevante wet- en regelgeving behorende bij crowdfunding","Omgeving Amsterdam of gezien de taken mobiel werken","Online Marketing","open","ben jij onze crowdfunder voor de Afri-Can projecten?","2012-10-08","crowdfunding social media donaties pr, "
"427","1317","2013-10-27","4","The project need someone to lead and mobilize for project support.Th project is urgent as the girls are waiting. SAFE the girls and see how they will be successful

Orphanshop Needy Hope Program  does work in Nairobi for Orphans. Activities includes: Education  Sponsorship, Feedings Program, Counseling, HIV/AIDS, Civic education and resource mobilization.
This organization is under the able CEO Mr Zablon Ombati, an effective community Social Worker. The organization has organized for Orphans Sponsorship and many of them  have joined Universities for Higher Education. However, others need support  to access economic liberty and that is why we are here.","Dagoretti, Kenya","Fundraising","open","1% CLUB MEMBERS MOBILIZATION FOR PROJECT SUPPORT","2012-10-04","lifeskills for orphans, empowerment for orphaned families, poverty reduction for orphaned girls, "
"426","1317","2013-10-27","4","The project need someone to lead and mobilize for project support.Th project is urgent as the girls are waiting. SAFE the girls and see how they will be successful

Orphanshop Needy Hope Program  does work in Nairobi for Orphans. Activities includes: Education  Sponsorship, Feedings Program, Counseling, HIV/AIDS, Civic education and resource mobilization.
This organization is under the able CEO Mr Zablon Ombati, an effective community Social Worker. The organization has organized for Orphans Sponsorship and many of them  have joined Universities for Higher Education. However, others need support  to access economic liberty and that is why we are here.","Dagoretti, Kenya","Fundraising","closed","1% CLUB MEMBERS MOBILIZATION FOR PROJECT SUPPORT","2012-10-04","beauty & fashion business, working for poor orphaned girls, "
"422","1320","2013-10-27","4","Moderniseren van het huidige logo voor het volwassen publiek.

Green Kidz Initiative heeft het afgelopen jaar met het huidige logo gewerkt. Echter is dit een vrij kinderachtig logo, te kleurrijk en te druk. Het is ideeal om mee te communiceren naar kinderen toe, maar voor het volwassen publiek zouden wij graag een eenvoudig en modern logo willen waarmee direct duidelijk wordt waar wij voor staan. Zo zou het perfect zijn als de boom er in verwerkt kan worden, maar ook de neushoorn/olifant of een kind kan een inspiratiebron zijn. Bovendien gaat Green Kidz vanaf heden verder onder de naam Wild4Kidz. Een nieuw logo zal dus deze naam moeten bevatten...","Anywhere","Design","in progress","Logo optimaliseren","2012-09-25","herkenbaar, strak, eenvoudig, volwassen commercieel logo, "
"421","1186","2013-10-27","4","AS A WAY OF REDUCING POVERTY IN OUR SOCIETY THERE IS THE NEED TO ENCOURAGE PARTNERSHIP OR INTERNATIONAL COOPERATION (EXCHANGE PROGRAMMES TO ENABLE BOTH LOCAL AND DUTCH STUDENT TO ENGAGE IN VOLUTEERING FOR MUTUAL BENEFIT.

PRESENTLY UPCO HAS CREATED A NEW PLATFORM FOR DUTCH STUDENTS AND EX-SERVICE MEN WHO ARE WILLING TO SUPPORT POOR PARENTS AND FAMILIES IN AFRICA PARTICULARLY GHANA TO TAKE THE OPPORTUNITY.SASO STARTED OPERTING IN THE YEAR 2010 AND OFFICIALLY HAS BEEN RECOGNIZED IN 2012, IN SHORT SASO IS 3 YEARS . SASO PROVIDES FINANCIAL LITERACY FOR POOR MOTHERS AND FAMILIES WHILES IT ORGANIZES STREET CORNER EDUCATION FOR OUT OF SCHOOL CHILDREN IN POOR COMMUNITES. FURTHER, ITS MAIN OBJECTIVE IS TO ASSIST DUTCH STUDENTS AND CHILDREN WHO NEED OPPORTUNITY TO HELP IN GHANA.
    MOREOVER WE ARE LOOKING FOR SOMEBODY WHO CAN HELP US WITH WEBSITE CREATION OR A BLOG TO LINK TO THE APPROPRIATE QUARTERS WHERE VOLUNTEERS CAN ASSESS THIS OPPORTUNITY.","OLD WINNEBA ROAD ACCRA GHANA","Webdevelopment","open","SKILL TRAINING TO REDUCE POVERTY IN GHANA","2012-09-24","human resource development, "
"419","1035","2012-09-27","4","We zijn op zoek naar hulp in het ontwerp van het gebouw van de Ambachtschool. Heb jij ervaring met architectuur voor Aziatische landen? En wil je jouw naam verbinden aan een ontwikkelingsproject in Bangladesh? Help ons dan met jouw ontwerp!

Voor de Ambachtsschool zijn we op zoek naar iemand die ons kan helpen met het ontwerp van het gebouw. Zoals esthetisch als bouwtechnisch. 

Wat we willen is een gebouw dat:
- positief opvalt
- te bouwen is met lokale kennis en ervaring van de aannemers en bouwers 
- door slim om te gaan met materialen zorgt voor veel ruimte met beperkt budget 

Kortom: een uitdagend project om je creatief op uit te leven!","Ontwerpen gebeurt natuurlijk in Nederland. 
Het gebouw bouwen we in Rajarhat, Bangladesh.","Architecture","realized","Ontwerp jij de Pani Ambachtsschool?","2012-09-17","bangladesh, architect, bouwtechnisch, ontwerp, "
"418","956","2012-09-24","4","I want to share ideas on successful fundraising tips with other project owners.

I want to share ideas on successful fundraising tips with other project owners.","1%EVENT","Fundraising","realized","Successful Fundraising Tips","2012-09-14","fundraising, "
"416","836","2012-09-23","4","I need a translator who can translate my project from English into Dutch.

I need a translator who can translate my project from English into Dutch. In this way the people who don't know English can also know about my Project.","online","Translating / Writing","realized","Looking for Dutch Translator for my Project","2012-09-13","translator, "
"414","1297","2013-10-27","4","National Network of Retrenchees for social and economic Justice-Kenya is an organization registered in Kenya to promote social and economic rights of the retrenched workers to access justice.The activities includes advocacy,legal Aid, Civic education, human rights,environmental protection(Climate Change) and resources Mobilization .
The organization has been active in change the Constitutions and provides Civic education.

Retrenched workers in Kenya and especially women have suffered alot. Women retrenched lacked professional skills to access new Job markets or finance to set up their own businesses. Over 500,000 people have lost their Jobs since 1990s and women are estimated to be 65%.
Many or the retrenched women have died due to stress related complication without accessing their benefits.
This project seeks to give hope to Women to reclaim their"" LOST FACE""  and  navigate life after retrenchment
The project seeks to train ICT Skills and support with Micro-Credit to set up their own business.The iCT Skills could as well be used to market their products.
Retrenched women are poor and vulnerable especially in Kenya  and this explains why this project is indeed important .
Fundraising  on line and Marketing the project for Funds will assist to train and give Micro-Credit support to  start small businesses.I am therefore appealing for your support.The project needs Euros 5000 and your efforts will actualize this project.","KENYA","Social Media","closed","ICT SKILLS & MICRO-CREDIT FUNDRAISING","2012-09-13","ict skills  & micro-credit  foe women retrenched., "
"413","1175","2012-09-23","4","Wie wil er op vrijdag 12 oktober in Den haag achter een standje staan met informatiemateriaal, handwerk en wat hapjes om te verkopen?
En wie wil de stichting af en toe representeren?

- Wie wil er op vrijdagavond 12 oktober tijdens een dansfeest in Den haag achter een standje staan met informatiemateriaal, handwerk en hapjes om te verkopen? 
 
- Wie vind het leuk om de stichting te vertegenwoordigen met presentaties op bijvoorbeeld scholen of in kerken? Dit komt onregelmatig en vrij weinig voor, maar is een gewaardeerde taak.","Den Haag, Zeeheldentheater, Trompstraat 342.","Presentations","realized","Hulp achter standje / representant.","2012-09-13","www.stichtingsamay.nl, "
"412","982","2013-10-27","4","We zoeken experts die de pdf-versies van de werkbladen in het lespakket: mobiliteit en ontwikkeling kunnen om zetten naar pdf-versies waar digitiaal op kan worden ingevuld.

CooP-Africa heeft een lespakket ontwikkeld voor het voortgezet onderwijs om scholieren in Nederland kennis te laten maken met mobiliteit en ontwikkelingsvraagstukken. Onderdeel van het lespakket is een docentenhandleiding met leerlingenbundel. De leerlingenbundel is een hardcopy map met daarin losbladige werkbladen die aan de leerlingen kunnen worden uitgedeeld en waarop zij kunnen schrijven. (De leerlingenbundel is ook als pdf beschikbaar.)

Uit de evaluatie van de leerlingenbundel op een aantal scholen, is naar voren gekomen dat docenten steeds meer gebruik maken van digitale documenten in de klas, en steeds minder van hard copy werkbladen. Het verzoek is daarom gekomen om de leerlingen een digitale versie van de werkbladen te geven, waarin ze op laptops in de klas zelf antwoorden en notities in kunnen vullen. Hiervoor is het dus nodig om de huidige pdf-versie om te zetten naar een pdf-versie waar digitaal op kan worden ingevuld.","thuis of kantoor","Design","closed","Werkbladen lespakket mobiliteit en ontwikkeling pdf-en","2012-09-13","adobe, pdf, "
"411","1175","2012-09-23","4","Wie wil met suggestie komen voor verbeteringen op de website?

Wie wil verbetering suggereren voor onze website? 
Onze website kan verbeterd worden qua inrichting of anderzinds; wat ontbreekt er? 
Wie heeft er een kritisch opbouwende blik en suggesties? of wie wil het zelf aanpakken?

De pagina is op I web gemaakt. 
www.stichtingsamay.nl","Tijdens het 1 % event, thuis of eventueel in Den Haag.","Marketing / PR","realized","Een kritische blik op de website!","2012-09-13","www.stichtingsamay.nl, "
"410","982","2013-10-27","4","CooP-Africa heeft een lespakket ontwikkeld voor het voortgezet onderwijs om scholieren in Nederland kennis te laten maken met mobiliteit en ontwikkelingsvraagstukken. We zoeken een vrijwilliger die dit lespakket wil promoten bij scholen.

CooP-Africa heeft in het kader van haar voorlichtingsactiviteiten een lespakket ontwikkeld: mobiliteit en ontwikkeling. 

We zoeken een vrijwilliger die interesse heeft om scholen te enthousiasmeren voor dit lespakket. Een vrijwilliger met goede connecties bij scholen, schoolbesturen, e.d.","1%EVENT, thuis of kantoor","Education","closed","Werving scholen voor lespakket: mobiliteit en ontwikkeling","2012-09-13","lespakket, werving, "
"409","1175","2012-09-23","4","Advies over fondsenwerving bij de EU, op basis van CO2 compensatie of in algemene zin bij buitenlandse fondsen.

Kan iemand advies geven over fondsenwerving buten Nederland? Denk hierbij aan fondsenwerving bij de EU, of op basis van CO2 compensatie of in algemene zin bij buitenlandse fondsen. 
Het gaat om projecten die zowel met armoedebestrijding als met klimaatverandering te maken hebben.","Overleg kan in Den Haag, elders of per mail of telefoon plaats vinden.","Fundraising","realized","Advies over fondsenwerving buiten Nederland","2012-09-13","www.stichtingsamay.nl, "
"408","652","2012-09-23","4","Wat kan je als stichting terug doen voor je donateurs, om het zo ook interessanter te maken om te doneren?

Het is voor de stiching ook goed om te weten wat wij kunnen betekenen voor een bedrijf/organisatie wanneer er een groot bedrag voor een project wordt gedoneerd. Foto's, naam genoemd op internet, etc. is mogelijk, maar misschien hebben ze daar nog veel meer ideeën. Op die manier maken wij het ook aantrekkelijker om donateur te worden.","Medellin, Colombia","Marketing / PR","realized","Belonen donateurs","2012-09-13","donatie, medellin, colombia, fonds, sponsor, donateur, 1%event, belonen, "
"407","652","2012-09-23","4","Is er een mogelijkheid dat vanuit Nederland ondersteuning is voor de ontwikkeling van de website?

.","medellin, colombia","Webdevelopment","realized","Website ontwikkeling","2012-09-13","it, website, ontwikkelen, "
"406","982","2012-09-23","4","CooP-Africa bestaat dit jaar 5 jaar en wil een full-color fotoboek uitbrengen van ons werk met daarbij verschillende testimonials.

CooP-Africa bestaat dit jaar 5 jaar en wil een full-color fotoboek uitbrengen van ons werk met daarbij verschillende testimonials.

In de afgelopen jaren heeft CooP-Africa heel veel mooie fotos genomen en schitterende testimonials verzameld. Dit jaar willen we deze bundelen tot een fotoboek in de stijl van BicycleMania. 

Het boek zal in een nog onbekende oplage worden gedrukt.","Thuis of op kantoor","Graphic / Design","realized","Foto/testimonial boek opmaken","2012-09-13","vormgevers, journalistiek, indesign, "
"404","652","2012-09-23","4","Uiteraard zou ik graag meer willen weten waar en hoe je de instellingen/bedrijven kunt benaderen voor het verkrijgen van donaties.

.","Medellin, Colombia","Fundraising","realized","Vraag: Waar en hoe kan je het beste instellingen/bedrijven benaderen?","2012-09-13","geld, sponsoring, stichting, donateur, donatie, sponsor, werven, "
"403","652","2012-09-23","4","Ik zou graag willen dat de stichting een ANBI (Algemeen Nut Beogende Instelling) etiquet krijgt, wat is de route om dit te bewerkstelligen?

.","Medellin, Colombia","Law and Politics","realized","Vraag: hoe wordt je een ANBI?","2012-09-13","medellin, organisatie, anbi, stichting, colombia, kinderen, "
"402","652","2012-09-23","4","Is er een excel bestand (of andere methode) die in één bestand de financien op een voor iedereen duidelijke manier kan laten zien en ook erg gebruiksvriendelijk is?

Ik hou de financien goed bij, maar je kunt je voorstellen dat het soms wat lastig is. Denk aan pesos die binnenkomen, euro's en de wisselkoers, de stichting legaal in Colombia met z'n rekening wat allemaal goed gecontroleerd wordt en ik dus bijna verplicht ben om de donaties vanuit Nederland soms 'zwart' besteedt.","Medellin, Colombia","Administration / Finance","realized","Financiën bijhouden in meerdere valuta's","2012-09-13","valuta, colombia, financiën, excel, geld, sheet, kinderen, financiëel, "
"400","982","2012-09-23","4","De website van African Bicycle Network heeft een goede onderhoudsbeurt nodig.

African Bicycle Network is een netwerk van en voor organisatie die fietsgebruik in Afrika promoten. 

De website is ruim een jaar terug ontwikkeleld door een 1%-er. Nu zijn de wensen iets veranderd en moet de website een goede onderhoudsbeurt hebben.

De website moet zero-maintenance zijn. Het variabele op de website moet gaan komen van de geintegreerde Facebook-module. Een extra uitdaging ligt ook nog bij het ontwikkelen van een google-map waarop alle leden staan van het netwerk.","1%EVENT, thuis of op kantoor","Webdevelopment","realized","Onderhoud website African Bicycle Network","2012-09-13","website, google, maps, wordpress, "
"398","652","2012-09-22","4","Wat kan de stichting bieden om het interessant te maken voor een donateur om een project te 'adopteren' voor de lange termijn?

Een organisatie / instelling toont dat het vertrouwen heeft wanneer het een project steunt. Wat kan een stichting doen om ervoor te zorgen dat de organisatie / instelling meer dan tevreden is dat ze het project hebben gesteund en daardoor eventueel een vervolg te geven en/of een ander project wil steunen.","Medellín, Colombia","Marketing / PR","realized","Adopteren Project","2012-09-12","ontwikkeling, recreatie, cultuur, sport, kinderen, onderwijs, "
"397","1269","2013-10-27","4","De Groenen heeft de diensten van online vrijwilligers voor haar project groene hopen om te helpen bij de promotie, fondsenwerving en crowdfunding van het project.
The Greens needs the services of online volunteers for her project green hope to assist in the promotion, fundraising and crowdfunding of the project.

De Groenen heeft de diensten van online vrijwilligers voor haar project groene hopen om te helpen bij de promotie, fondsenwerving en crowdfunding van het project.
Vrijwilligers worden adviseurs van de Groenen en verstrekt een bewijs van vrijwilligerswerk en een verrassing geschenk van De Groenen aan het eind van de fondsenwerving te ontvangen.

The Greens needs the services of online volunteers for her project green hope to assist in the promotion, fundraising and crowdfunding of the project.
Volunteers become Advisers to The Greens and shall receive a certificate of Volunteerism and a surprise gift from The Greens at the end of the fundraising.","online","Social Media","closed","Volunteer with Green Hope - Vrijwilliger met groene hopen","2012-09-12","fundraising, education, networking, marketing, social media, environment, "
"396","1333","2012-09-22","4","Het Apprenticeship Training Centre dat we in Ghana gaan bouwen kan alleen een succes worden als we zorgen dat er goed en betaalbaar onderwijs gegeven wordt aan de leerlingen. Graag horen we van mensen met ervaring in het onderwijs in Ghana of Afrika hoe we dit het beste kunnen aanpakken.

Het Apprenticeship Training Centre in het dorp Hweakwae in het district Birim North in Ghana wordt een school voor leerlingen die uit het reguliere onderwijs zijn gevallen. Zij krijgen hier praktijkonderwijs van vakmensen uit de regio. Het idee is ontstaan in overleg tussen de lokale overheid en stichting BigStep en heeft een breed maatschappelijk draagvlak, maar daarmee zijn we er natuurlijk nog niet. Het blijkt voor ons, een groep van 17 studenten uit Delft, nog een hele uitdaging om een plan te maken voor het onderwijs op de school. Daarom willen we graag hulp bij het bedenken van een duurzame manier van onderwijs, waardoor het project een succes wordt en blijft. Hierbij valt onder andere te denken aan een toetsings- en diplomeringssysteem, maar ook onderhoud van het gebouw en de financiële opbouw van de organisatie. Zelf zitten we niet alleen te denken aan het laten betalen van lesgeld, maar ook aan het organiseren van stages en het produceren van goederen of het bieden van diensten waardoor leerlingen zelf hun onderwijs kunnen financieren én zelf geld kunnen verdienen. 

Graag komen we in contact met mensen die in Afrika, misschien wel in Ghana, ervaring hebben met het opzetten van een onderwijsplan voor een (beroeps)school, of mensen die hier vanuit andere werkzaamheden goede ideeën over hebben.","Hweakwae, Birim North, Ghana

Delft, Nederland","Education","realized","onderwijsplan beroepsschool Ghana","2012-09-12","ghana, beroepsonderwijs, onderwijs, "
"395","1272","2013-10-27","4","Om onze projecten duurzaam te ondersteunen hebben wij 'geluksbandjes' direct uit Salvador da Bahia (waar wij projecten in de sloppenwijken ondersteunen) die we op originele manieren kunnen verkopen. De WK voetbal 2014 in Brazilië waar Salvador een speelstad zal zijn, kan in dit project een boost geven.

Wij zoeken een duurzame manier om deze gelukbandjes in de markt te verkopen. Hiervoor zoeken wij iemand die vanuit zijn/haar expertise een gefundeerde marketingplan kan opzetten en ons kan ondersteunen met de implementatie.","Decentraal - thuis!","Marketing / PR","in progress","Marketing actie richting het WK voetbal 2014 in Brazilië","2012-09-11","wk 2014, salvador da bahia, brazilië, oranje, voetbal, "
